cell_name,is_seq,is_macro,is_in_clk,x0,y0,x1,y1,is_filler,is_buf,is_inv,libcell_name,cell_static_power,cell_dynamic_power
WALLACE_CSA_DUMMY_OP_groupi_g717,0,0,0,92430,138114,92916,138384,0,0,0,XOR2xp5_ASAP7_75t_SL,1.1930000098914206e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g718,0,0,0,92592,141354,92862,141624,0,0,0,AOI21xp5_ASAP7_75t_L,4.87519025149652e-10,0.0
WALLACE_CSA_DUMMY_OP_groupi_g719,0,0,0,92646,141624,93132,141894,0,0,0,XOR2xp5_ASAP7_75t_SL,1.0998200572487349e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g720,0,0,0,92484,142164,92754,142434,0,0,0,OAI21xp5_ASAP7_75t_SL,5.0484101343784005e-09,0.0
WALLACE_CSA_DUMMY_OP_groupi_g721,0,0,0,92700,141894,93186,142164,0,0,0,XOR2xp5_ASAP7_75t_SL,1.1930000098914206e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g722,0,0,0,92214,142434,92484,142704,0,0,0,AOI21xp5_ASAP7_75t_SL,5.063330199561733e-09,0.0
WALLACE_CSA_DUMMY_OP_groupi_g723,0,0,0,92592,142974,93078,143244,0,0,0,XOR2xp5_ASAP7_75t_SL,1.0998200572487349e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g724,0,0,0,92106,143244,92376,143514,0,0,0,OAI21xp5_ASAP7_75t_SL,5.0484101343784005e-09,0.0
WALLACE_CSA_DUMMY_OP_groupi_g725,0,0,0,92106,142974,92592,143244,0,0,0,XOR2xp5_ASAP7_75t_SL,1.1930000098914206e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g726,0,0,0,91728,142434,91998,142704,0,0,0,AOI21xp5_ASAP7_75t_L,4.87519025149652e-10,0.0
WALLACE_CSA_DUMMY_OP_groupi_g727,0,0,0,91458,142974,91944,143244,0,0,0,XOR2xp5_ASAP7_75t_SL,1.0998200572487349e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g728,0,0,0,91026,142434,91296,142704,0,0,0,OAI21xp5_ASAP7_75t_SL,5.0484101343784005e-09,0.0
WALLACE_CSA_DUMMY_OP_groupi_g729,0,0,0,90756,142974,91242,143244,0,0,0,XOR2xp5_ASAP7_75t_SL,1.1930000098914206e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g730,0,0,0,90162,142974,90432,143244,0,0,0,AOI21xp5_ASAP7_75t_SL,5.063330199561733e-09,0.0
WALLACE_CSA_DUMMY_OP_groupi_g731,0,0,0,90432,142434,90918,142704,0,0,0,XOR2xp5_ASAP7_75t_SL,1.0998200572487349e-08,0.0
WALLACE_CSA_DUMMY_OP_groupi_g732,0,0,0,90324,142164,90594,142434,0,0,0,OAI21xp5_ASAP7_75t_SL,5.0484101343784005e-09,0.0
