net_name,net_route_length,net_steiner_length,fanout,total_cap,net_cap,net_coupling,net_res
ac97_reset_pad_o_,0,-1,0,0.0,0.0,0.0,0.0
ac97_rst_force,0,-1,4,2.7469259421215647e-15,0.0,0.0,0.0
bit_clk_pad_i,0,-1,323,1.530312064134537e-13,0.0,0.0,0.0
clk_i,0,-1,1876,9.51465902593318e-13,0.0,0.0,0.0
crac_din[0],0,-1,2,8.441979809193994e-16,0.0,0.0,0.0
crac_din[10],0,-1,2,8.749789994039431e-16,0.0,0.0,0.0
crac_din[11],0,-1,2,8.375139909930565e-16,0.0,0.0,0.0
crac_din[12],0,-1,2,1.1817020174615788e-15,0.0,0.0,0.0
crac_din[13],0,-1,2,8.749789994039431e-16,0.0,0.0,0.0
crac_din[14],0,-1,2,1.1253629974034983e-15,0.0,0.0,0.0
crac_din[15],0,-1,2,8.603379819710933e-16,0.0,0.0,0.0
crac_din[1],0,-1,2,8.603379819710933e-16,0.0,0.0,0.0
crac_din[2],0,-1,2,1.0680240549511841e-15,0.0,0.0,0.0
crac_din[3],0,-1,2,8.375139909930565e-16,0.0,0.0,0.0
crac_din[4],0,-1,2,1.0439450258431125e-15,0.0,0.0,0.0
crac_din[5],0,-1,2,1.205201040759018e-15,0.0,0.0,0.0
crac_din[6],0,-1,2,1.0210779950034434e-15,0.0,0.0,0.0
crac_din[7],0,-1,2,1.2396149306147762e-15,0.0,0.0,0.0
crac_din[8],0,-1,2,1.0049379939517495e-15,0.0,0.0,0.0
crac_din[9],0,-1,2,8.749789994039431e-16,0.0,0.0,0.0
crac_out[0],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[10],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[11],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[12],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[13],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[14],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[15],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[16],0,-1,3,1.3922790668302078e-15,0.0,0.0,0.0
crac_out[17],0,-1,2,1.069536008762033e-15,0.0,0.0,0.0
crac_out[18],0,-1,3,1.4236550730206384e-15,0.0,0.0,0.0
crac_out[19],0,-1,3,1.4075150719689445e-15,0.0,0.0,0.0
crac_out[1],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[20],0,-1,3,1.3653849237219365e-15,0.0,0.0,0.0
crac_out[21],0,-1,3,1.5721850531787585e-15,0.0,0.0,0.0
crac_out[22],0,-1,3,1.1873441039232397e-15,0.0,0.0,0.0
crac_out[2],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
crac_out[31],0,-1,5,2.1498320888112743e-15,0.0,0.0,0.0
crac_out[3],0,-1,2,9.643510338555204e-16,0.0,0.0,0.0
