net_name,net_route_length,net_steiner_length,fanout,total_cap,net_cap,net_coupling,net_res
cmac_a2csb_resp_pd[0],0,-1,2,1.0816309192708193e-14,0.0,0.0,0.0
cmac_a2csb_resp_pd[12],0,-1,2,2.7418702142176406e-15,0.0,0.0,0.0
cmac_a2csb_resp_pd[13],0,-1,2,2.8997416972345548e-15,0.0,0.0,0.0
cmac_a2csb_resp_pd[16],0,-1,2,3.732250358784049e-15,0.0,0.0,0.0
cmac_a2csb_resp_pd[17],0,-1,2,3.138431770122554e-15,0.0,0.0,0.0
cmac_a2csb_resp_pd[1],0,-1,2,9.51617291097915e-15,0.0,0.0,0.0
cmac_a2csb_resp_pd[33],0,-1,2,1.114083377282268e-14,0.0,0.0,0.0
cmac_a2csb_resp_valid,0,-1,1,5.226097569835993e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[0],0,-1,1,1.1168581725141784e-14,0.0,0.0,0.0
csb2cmac_a_req_pd[10],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[11],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[12],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[13],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[14],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[15],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[16],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[17],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[18],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[19],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[1],0,-1,1,2.86918138377233e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[20],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[21],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[22],0,-1,1,9.606224371733543e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[23],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[24],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[25],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[26],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[27],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[28],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[29],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[2],0,-1,1,1.2896813540610834e-14,0.0,0.0,0.0
csb2cmac_a_req_pd[30],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[31],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[32],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[33],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[34],0,-1,1,1.1610255197026277e-14,0.0,0.0,0.0
csb2cmac_a_req_pd[35],0,-1,1,9.799416493376251e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[36],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[37],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[38],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[39],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[3],0,-1,1,7.329233791056322e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[40],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[41],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[42],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[43],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[44],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[45],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[46],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[47],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[48],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[49],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[4],0,-1,1,7.363522531794123e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[50],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[51],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[52],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[53],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[54],0,-1,1,9.715367955119049e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[55],0,-1,1,2.4875809708147694e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[56],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[57],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[58],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[59],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[5],0,-1,1,7.285230429446461e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[60],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[61],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[62],0,-1,0,0.0,0.0,0.0,0.0
csb2cmac_a_req_pd[6],0,-1,1,7.224028063842602e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[7],0,-1,1,2.724124662214426e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[8],0,-1,1,3.0615597185109636e-15,0.0,0.0,0.0
csb2cmac_a_req_pd[9],0,-1,1,1.1160462067309404e-14,0.0,0.0,0.0
csb2cmac_a_req_pvld,0,-1,16,1.6920450433030414e-14,0.0,0.0,0.0
direct_reset_,0,-1,1,1.1798786731634955e-15,0.0,0.0,0.0
dla_reset_rstn,0,-1,2,3.839570280234116e-15,0.0,0.0,0.0
global_clk_ovr_on,0,-1,0,0.0,0.0,0.0,0.0
mac2accu_data0[0],0,-1,2,4.694928714326979e-15,0.0,0.0,0.0
mac2accu_data0[10],0,-1,2,7.640347298516932e-15,0.0,0.0,0.0
mac2accu_data0[11],0,-1,2,8.555037849466117e-15,0.0,0.0,0.0
mac2accu_data0[12],0,-1,2,8.194336492174398e-15,0.0,0.0,0.0
mac2accu_data0[13],0,-1,2,8.056313320452257e-15,0.0,0.0,0.0
mac2accu_data0[14],0,-1,2,8.355402348193645e-15,0.0,0.0,0.0
mac2accu_data0[15],0,-1,2,8.492172758186797e-15,0.0,0.0,0.0
mac2accu_data0[16],0,-1,2,4.318243421804098e-15,0.0,0.0,0.0
mac2accu_data0[17],0,-1,2,9.293983463420138e-15,0.0,0.0,0.0
mac2accu_data0[18],0,-1,2,4.616144062320488e-15,0.0,0.0,0.0
mac2accu_data0[1],0,-1,2,8.738230747166488e-15,0.0,0.0,0.0
mac2accu_data0[2],0,-1,2,4.786960114595579e-15,0.0,0.0,0.0
mac2accu_data0[3],0,-1,2,8.631955217340385e-15,0.0,0.0,0.0
mac2accu_data0[4],0,-1,2,7.785196708760996e-15,0.0,0.0,0.0
mac2accu_data0[5],0,-1,2,7.685399286915494e-15,0.0,0.0,0.0
mac2accu_data0[6],0,-1,2,7.678588294986622e-15,0.0,0.0,0.0
mac2accu_data0[7],0,-1,2,7.944935264151895e-15,0.0,0.0,0.0
mac2accu_data0[8],0,-1,2,7.794202363056203e-15,0.0,0.0,0.0
mac2accu_data0[9],0,-1,2,7.855761329530857e-15,0.0,0.0,0.0
mac2accu_data1[0],0,-1,2,7.781748437632723e-15,0.0,0.0,0.0
mac2accu_data1[10],0,-1,2,7.186606995265854e-15,0.0,0.0,0.0
mac2accu_data1[11],0,-1,2,8.38147486934308e-15,0.0,0.0,0.0
mac2accu_data1[12],0,-1,2,8.61734644009909e-15,0.0,0.0,0.0
mac2accu_data1[13],0,-1,2,7.015201408059474e-15,0.0,0.0,0.0
mac2accu_data1[14],0,-1,2,7.607242709839392e-15,0.0,0.0,0.0
mac2accu_data1[15],0,-1,2,8.468395696324422e-15,0.0,0.0,0.0
mac2accu_data1[16],0,-1,2,7.354041692015506e-15,0.0,0.0,0.0
mac2accu_data1[17],0,-1,2,7.770024654609776e-15,0.0,0.0,0.0
mac2accu_data1[18],0,-1,2,7.133891052760535e-15,0.0,0.0,0.0
mac2accu_data1[1],0,-1,2,7.133705552545087e-15,0.0,0.0,0.0
mac2accu_data1[2],0,-1,2,6.896323722044122e-15,0.0,0.0,0.0
mac2accu_data1[3],0,-1,2,4.576445322148574e-15,0.0,0.0,0.0
mac2accu_data1[4],0,-1,2,6.5277822277926174e-15,0.0,0.0,0.0
mac2accu_data1[5],0,-1,2,4.70121073418029e-15,0.0,0.0,0.0
mac2accu_data1[6],0,-1,2,7.617717966298086e-15,0.0,0.0,0.0
mac2accu_data1[7],0,-1,2,5.140529454471417e-15,0.0,0.0,0.0
mac2accu_data1[8],0,-1,2,4.515349682696068e-15,0.0,0.0,0.0
mac2accu_data1[9],0,-1,2,7.520631049883798e-15,0.0,0.0,0.0
mac2accu_data2[0],0,-1,2,4.18915644767549e-15,0.0,0.0,0.0
mac2accu_data2[10],0,-1,2,9.944979105361903e-15,0.0,0.0,0.0
mac2accu_data2[11],0,-1,2,1.0879289480468339e-14,0.0,0.0,0.0
mac2accu_data2[12],0,-1,2,7.229631186788689e-15,0.0,0.0,0.0
mac2accu_data2[13],0,-1,2,7.956497263881916e-15,0.0,0.0,0.0
mac2accu_data2[14],0,-1,2,4.3247854807722166e-15,0.0,0.0,0.0
mac2accu_data2[15],0,-1,2,9.594629337718579e-15,0.0,0.0,0.0
mac2accu_data2[16],0,-1,2,5.001167123659667e-15,0.0,0.0,0.0
mac2accu_data2[17],0,-1,2,9.738019310194523e-15,0.0,0.0,0.0
mac2accu_data2[18],0,-1,2,1.1397863379568156e-14,0.0,0.0,0.0
mac2accu_data2[1],0,-1,2,8.914989582599515e-15,0.0,0.0,0.0
mac2accu_data2[2],0,-1,2,1.1170435033230376e-14,0.0,0.0,0.0
mac2accu_data2[3],0,-1,2,7.222594884095847e-15,0.0,0.0,0.0
mac2accu_data2[4],0,-1,2,1.0326289621293266e-14,0.0,0.0,0.0
mac2accu_data2[5],0,-1,2,7.399363883924242e-15,0.0,0.0,0.0
mac2accu_data2[6],0,-1,2,4.357604195830058e-15,0.0,0.0,0.0
mac2accu_data2[7],0,-1,2,4.603153118008449e-15,0.0,0.0,0.0
mac2accu_data2[8],0,-1,2,9.145113187775458e-15,0.0,0.0,0.0
mac2accu_data2[9],0,-1,2,9.157003836289014e-15,0.0,0.0,0.0
mac2accu_data3[0],0,-1,2,5.689951446477288e-15,0.0,0.0,0.0
mac2accu_data3[10],0,-1,2,6.8651029346412755e-15,0.0,0.0,0.0
mac2accu_data3[11],0,-1,2,8.25927088494386e-15,0.0,0.0,0.0
mac2accu_data3[12],0,-1,2,7.409596041927074e-15,0.0,0.0,0.0
mac2accu_data3[13],0,-1,2,6.410281817349501e-15,0.0,0.0,0.0
mac2accu_data3[14],0,-1,2,6.2103985589399575e-15,0.0,0.0,0.0
mac2accu_data3[15],0,-1,2,7.106311659997935e-15,0.0,0.0,0.0
mac2accu_data3[16],0,-1,2,8.911193180929922e-15,0.0,0.0,0.0
mac2accu_data3[17],0,-1,2,6.4335646354871535e-15,0.0,0.0,0.0
mac2accu_data3[18],0,-1,2,7.197355843366511e-15,0.0,0.0,0.0
mac2accu_data3[1],0,-1,2,5.905143554859032e-15,0.0,0.0,0.0
mac2accu_data3[2],0,-1,2,5.863564401544213e-15,0.0,0.0,0.0
mac2accu_data3[3],0,-1,2,6.1426676868951355e-15,0.0,0.0,0.0
mac2accu_data3[4],0,-1,2,6.098439014521305e-15,0.0,0.0,0.0
mac2accu_data3[5],0,-1,2,6.1049560860174795e-15,0.0,0.0,0.0
mac2accu_data3[6],0,-1,2,5.680156357475239e-15,0.0,0.0,0.0
mac2accu_data3[7],0,-1,2,8.338055113433877e-15,0.0,0.0,0.0
mac2accu_data3[8],0,-1,2,6.865196531781947e-15,0.0,0.0,0.0
mac2accu_data3[9],0,-1,2,7.152280985078373e-15,0.0,0.0,0.0
mac2accu_mask[0],0,-1,1,6.624021264226704e-15,0.0,0.0,0.0
mac2accu_mask[1],0,-1,1,6.3455659590804306e-15,0.0,0.0,0.0
mac2accu_mask[2],0,-1,1,6.926140975853368e-15,0.0,0.0,0.0
mac2accu_mask[3],0,-1,1,5.2580772987595795e-15,0.0,0.0,0.0
mac2accu_pd[0],0,-1,2,7.648266209540813e-15,0.0,0.0,0.0
mac2accu_pd[1],0,-1,2,3.337555451736647e-15,0.0,0.0,0.0
mac2accu_pd[2],0,-1,2,3.420355039913123e-15,0.0,0.0,0.0
mac2accu_pd[3],0,-1,2,4.00140524216947e-15,0.0,0.0,0.0
mac2accu_pd[4],0,-1,2,9.168297326574756e-15,0.0,0.0,0.0
mac2accu_pd[5],0,-1,2,3.370344097124861e-15,0.0,0.0,0.0
mac2accu_pd[6],0,-1,2,6.5294847640165986e-15,0.0,0.0,0.0
mac2accu_pd[7],0,-1,2,6.822294313003517e-15,0.0,0.0,0.0
mac2accu_pd[8],0,-1,2,6.432683297705535e-15,0.0,0.0,0.0
mac2accu_pvld,0,-1,1,2.8226286647494705e-15,0.0,0.0,0.0
nvdla_clk_ovr_on,0,-1,0,0.0,0.0,0.0,0.0
nvdla_core_clk,0,-1,1606,1.043117090100687e-12,0.0,0.0,0.0
sc2mac_dat_data0[0],0,-1,1,5.605592470644917e-15,0.0,0.0,0.0
sc2mac_dat_data0[1],0,-1,1,1.3821336450011747e-14,0.0,0.0,0.0
sc2mac_dat_data0[2],0,-1,1,1.0662447351905344e-14,0.0,0.0,0.0
sc2mac_dat_data0[3],0,-1,1,1.0433787419662256e-14,0.0,0.0,0.0
sc2mac_dat_data0[4],0,-1,1,7.0775235512196034e-15,0.0,0.0,0.0
sc2mac_dat_data0[5],0,-1,1,6.746420913236739e-15,0.0,0.0,0.0
sc2mac_dat_data0[6],0,-1,1,6.073307123459796e-15,0.0,0.0,0.0
sc2mac_dat_data0[7],0,-1,1,5.828181294238559e-15,0.0,0.0,0.0
sc2mac_dat_data1[0],0,-1,1,9.997184287000027e-15,0.0,0.0,0.0
sc2mac_dat_data1[1],0,-1,1,9.761651529422918e-15,0.0,0.0,0.0
sc2mac_dat_data1[2],0,-1,1,9.65456623609924e-15,0.0,0.0,0.0
sc2mac_dat_data1[3],0,-1,1,3.760404463401361e-15,0.0,0.0,0.0
sc2mac_dat_data1[4],0,-1,1,3.824029343234368e-15,0.0,0.0,0.0
sc2mac_dat_data1[5],0,-1,1,3.4977600870067732e-15,0.0,0.0,0.0
sc2mac_dat_data1[6],0,-1,1,1.0030531974133429e-14,0.0,0.0,0.0
sc2mac_dat_data1[7],0,-1,1,1.2000388408136241e-14,0.0,0.0,0.0
sc2mac_dat_data2[0],0,-1,1,6.5389342635761676e-15,0.0,0.0,0.0
sc2mac_dat_data2[1],0,-1,1,6.81892608648876e-15,0.0,0.0,0.0
sc2mac_dat_data2[2],0,-1,1,6.377772692833881e-15,0.0,0.0,0.0
sc2mac_dat_data2[3],0,-1,1,7.206972208416689e-15,0.0,0.0,0.0
sc2mac_dat_data2[4],0,-1,1,6.517614444293777e-15,0.0,0.0,0.0
sc2mac_dat_data2[5],0,-1,1,6.542899224802265e-15,0.0,0.0,0.0
sc2mac_dat_data2[6],0,-1,1,7.330030002026741e-15,0.0,0.0,0.0
sc2mac_dat_data2[7],0,-1,1,7.212032383243586e-15,0.0,0.0,0.0
sc2mac_dat_data3[0],0,-1,1,3.594938271221128e-15,0.0,0.0,0.0
sc2mac_dat_data3[1],0,-1,1,1.1377178834996206e-14,0.0,0.0,0.0
sc2mac_dat_data3[2],0,-1,1,2.7873891295283762e-15,0.0,0.0,0.0
sc2mac_dat_data3[3],0,-1,1,2.983763130437445e-15,0.0,0.0,0.0
sc2mac_dat_data3[4],0,-1,1,1.1259544593347423e-14,0.0,0.0,0.0
sc2mac_dat_data3[5],0,-1,1,1.2179378328352336e-14,0.0,0.0,0.0
sc2mac_dat_data3[6],0,-1,1,3.7482021067632154e-15,0.0,0.0,0.0
sc2mac_dat_data3[7],0,-1,1,3.522626009722844e-15,0.0,0.0,0.0
sc2mac_dat_data4[0],0,-1,1,9.35421004706876e-15,0.0,0.0,0.0
sc2mac_dat_data4[1],0,-1,1,9.468937271642566e-15,0.0,0.0,0.0
sc2mac_dat_data4[2],0,-1,1,8.827694367055487e-15,0.0,0.0,0.0
sc2mac_dat_data4[3],0,-1,1,9.071736417620713e-15,0.0,0.0,0.0
sc2mac_dat_data4[4],0,-1,1,1.2438721182076763e-14,0.0,0.0,0.0
sc2mac_dat_data4[5],0,-1,1,3.9809231384719135e-15,0.0,0.0,0.0
sc2mac_dat_data4[6],0,-1,1,1.0726339047116736e-14,0.0,0.0,0.0
