port_name,net_name,dir,is_startpoint,is_endpoint,x0,y0,x1,y1,tran,slack,rise_arr,fall_arr
pci_ad_i[0],pci_ad_i[0],INPUT,1,0,0,28416,188,28456,9.999999960041972e-12,5.463346997025553e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[10],pci_ad_i[10],INPUT,1,0,28164,56472,28188,56556,9.999999960041972e-12,5.46164669046334e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[11],pci_ad_i[11],INPUT,1,0,28692,0,28724,69,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[12],pci_ad_i[12],INPUT,1,0,28692,56487,28724,56556,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[13],pci_ad_i[13],INPUT,1,0,28644,0,28668,84,9.999999960041972e-12,5.4611715150088e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[14],pci_ad_i[14],INPUT,1,0,28644,56472,28668,56556,9.999999960041972e-12,5.459801499796413e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[15],pci_ad_i[15],INPUT,1,0,28260,0,28284,84,9.999999960041972e-12,5.459801499796413e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[16],pci_ad_i[16],INPUT,1,0,28260,56472,28284,56556,9.999999960041972e-12,5.459801499796413e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[17],pci_ad_i[17],INPUT,1,0,56728,28256,56916,28296,9.999999960041972e-12,5.459801499796413e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[18],pci_ad_i[18],INPUT,1,0,56847,28244,56916,28276,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[19],pci_ad_i[19],INPUT,1,0,0,28256,188,28296,9.999999960041972e-12,5.459801499796413e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[1],pci_ad_i[1],INPUT,1,0,56847,28116,56916,28148,9.999999960041972e-12,5.460424334913228e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[20],pci_ad_i[20],INPUT,1,0,0,28244,69,28276,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[21],pci_ad_i[21],INPUT,1,0,28308,0,28340,69,9.999999960041972e-12,5.459801499796413e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[22],pci_ad_i[22],INPUT,1,0,28308,56487,28340,56556,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[23],pci_ad_i[23],INPUT,1,0,28564,0,28596,69,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[24],pci_ad_i[24],INPUT,1,0,28564,56487,28596,56556,9.999999960041972e-12,5.4611715150088e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[25],pci_ad_i[25],INPUT,1,0,28548,0,28572,84,9.999999960041972e-12,5.4611715150088e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[26],pci_ad_i[26],INPUT,1,0,28548,56472,28572,56556,9.999999960041972e-12,5.46164669046334e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[27],pci_ad_i[27],INPUT,1,0,28356,0,28380,84,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[28],pci_ad_i[28],INPUT,1,0,28356,56472,28380,56556,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[29],pci_ad_i[29],INPUT,1,0,28436,0,28468,69,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[2],pci_ad_i[2],INPUT,1,0,0,28116,69,28148,9.999999960041972e-12,5.412235104529373e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[30],pci_ad_i[30],INPUT,1,0,28452,0,28476,84,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[31],pci_ad_i[31],INPUT,1,0,28436,56487,28468,56556,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[3],pci_ad_i[3],INPUT,1,0,28740,0,28764,84,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[4],pci_ad_i[4],INPUT,1,0,28740,56472,28764,56556,9.999999960041972e-12,5.46164669046334e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[5],pci_ad_i[5],INPUT,1,0,56847,28372,56916,28404,9.999999960041972e-12,5.4611715150088e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[6],pci_ad_i[6],INPUT,1,0,0,28372,69,28404,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[7],pci_ad_i[7],INPUT,1,0,28180,0,28212,69,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[8],pci_ad_i[8],INPUT,1,0,28164,0,28188,84,9.999999960041972e-12,5.460769059162374e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_i[9],pci_ad_i[9],INPUT,1,0,28180,56487,28212,56556,9.999999960041972e-12,5.461242014170864e-10,1.9999999920083944e-11,1.9999999920083944e-11
pci_ad_o[0],pci_ad_o[0],OUTPUT,0,1,0,27860,69,27892,3.6256731124340025e-12,5.182534956738039e-10,6.17465106822479e-11,6.080411174558265e-11
pci_ad_o[10],pci_ad_o[10],OUTPUT,0,1,0,27936,188,27976,3.74570643599248e-12,5.117855583769426e-10,6.821444104021523e-11,6.792554713141996e-11
pci_ad_o[11],pci_ad_o[11],OUTPUT,0,1,56728,28576,56916,28616,3.746113662328465e-12,5.115133872024558e-10,6.848659139802038e-11,6.827785559160304e-11
pci_ad_o[12],pci_ad_o[12],OUTPUT,0,1,0,28576,188,28616,3.744246666187445e-12,5.127610558375295e-10,6.723895051852224e-11,6.690897141892194e-11
pci_ad_o[13],pci_ad_o[13],OUTPUT,0,1,28932,0,28956,84,3.746430249362831e-12,5.113019452274159e-10,6.869806112863586e-11,6.848036721018858e-11
pci_ad_o[14],pci_ad_o[14],OUTPUT,0,1,28932,56472,28956,56556,3.746430249362831e-12,5.113019452274159e-10,6.869806112863586e-11,6.848036721018858e-11
pci_ad_o[15],pci_ad_o[15],OUTPUT,0,1,27972,0,27996,84,3.746411601085464e-12,5.113143242141405e-10,6.868567520301738e-11,6.852575451521403e-11
pci_ad_o[16],pci_ad_o[16],OUTPUT,0,1,27972,56472,27996,56556,3.744246666187445e-12,5.127610558375295e-10,6.723895051852224e-11,6.690897141892194e-11
pci_ad_o[17],pci_ad_o[17],OUTPUT,0,1,56847,27988,56916,28020,3.746113662328465e-12,5.115133872024558e-10,6.848659139802038e-11,6.827785559160304e-11
pci_ad_o[18],pci_ad_o[18],OUTPUT,0,1,0,27988,69,28020,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[19],pci_ad_o[19],OUTPUT,0,1,56847,28500,56916,28532,3.745827866635798e-12,5.117044565849937e-10,6.829552201548239e-11,6.80206307945852e-11
pci_ad_o[1],pci_ad_o[1],OUTPUT,0,1,27876,0,27900,84,3.6266402207718595e-12,5.179386364240202e-10,6.206136299313769e-11,6.121326362462653e-11
pci_ad_o[20],pci_ad_o[20],OUTPUT,0,1,0,28500,69,28532,3.74570643599248e-12,5.117855583769426e-10,6.821444104021523e-11,6.792554713141996e-11
pci_ad_o[21],pci_ad_o[21],OUTPUT,0,1,28052,0,28084,69,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[22],pci_ad_o[22],OUTPUT,0,1,28052,56487,28084,56556,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[23],pci_ad_o[23],OUTPUT,0,1,28820,0,28852,69,3.746665738074695e-12,5.111444045802216e-10,6.885556708136065e-11,6.867583585146164e-11
pci_ad_o[24],pci_ad_o[24],OUTPUT,0,1,28836,0,28860,84,3.74570643599248e-12,5.117855583769426e-10,6.821444104021523e-11,6.792554713141996e-11
pci_ad_o[25],pci_ad_o[25],OUTPUT,0,1,28068,0,28092,84,3.746031262963356e-12,5.115683432421747e-10,6.843162841940753e-11,6.81914594236055e-11
pci_ad_o[26],pci_ad_o[26],OUTPUT,0,1,28820,56487,28852,56556,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[27],pci_ad_o[27],OUTPUT,0,1,28836,56472,28860,56556,3.744246666187445e-12,5.127610558375295e-10,6.723895051852224e-11,6.690897141892194e-11
pci_ad_o[28],pci_ad_o[28],OUTPUT,0,1,28068,56472,28092,56556,3.74570643599248e-12,5.117855583769426e-10,6.821444104021523e-11,6.792554713141996e-11
pci_ad_o[29],pci_ad_o[29],OUTPUT,0,1,56728,28096,56916,28136,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[2],pci_ad_o[2],OUTPUT,0,1,27876,56472,27900,56556,3.6266402207718595e-12,5.179386364240202e-10,6.206136299313769e-11,6.121326362462653e-11
pci_ad_o[30],pci_ad_o[30],OUTPUT,0,1,0,28096,188,28136,3.74570643599248e-12,5.117855583769426e-10,6.821444104021523e-11,6.792554713141996e-11
pci_ad_o[31],pci_ad_o[31],OUTPUT,0,1,56728,28416,56916,28456,3.6256731124340025e-12,5.182534956738039e-10,6.17465106822479e-11,6.080411174558265e-11
pci_ad_o[3],pci_ad_o[3],OUTPUT,0,1,56847,28628,56916,28660,3.746411601085464e-12,5.113143242141405e-10,6.868567520301738e-11,6.852575451521403e-11
pci_ad_o[4],pci_ad_o[4],OUTPUT,0,1,0,28628,69,28660,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[5],pci_ad_o[5],OUTPUT,0,1,27924,0,27956,69,3.746411601085464e-12,5.113143242141405e-10,6.868567520301738e-11,6.852575451521403e-11
pci_ad_o[6],pci_ad_o[6],OUTPUT,0,1,27924,56487,27956,56556,3.746226419354404e-12,5.114380585702349e-10,6.856194778581681e-11,6.83605325124681e-11
pci_ad_o[7],pci_ad_o[7],OUTPUT,0,1,28948,0,28980,69,3.74570643599248e-12,5.117855583769426e-10,6.821444104021523e-11,6.792554713141996e-11
pci_ad_o[8],pci_ad_o[8],OUTPUT,0,1,28948,56487,28980,56556,3.911853480031979e-12,5.117262169562764e-10,6.827380327756316e-11,6.735620394771047e-11
pci_ad_o[9],pci_ad_o[9],OUTPUT,0,1,56728,27936,56916,27976,3.746113662328465e-12,5.115133872024558e-10,6.848659139802038e-11,6.827785559160304e-11
pci_ad_oe_o[0],pci_ad_oe_o[0],OUTPUT,0,1,0,27604,69,27636,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[10],pci_ad_oe_o[10],OUTPUT,0,1,29204,56487,29236,56556,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[11],pci_ad_oe_o[11],OUTPUT,0,1,29220,56472,29244,56556,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[12],pci_ad_oe_o[12],OUTPUT,0,1,27684,56472,27708,56556,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[13],pci_ad_oe_o[13],OUTPUT,0,1,56847,27732,56916,27764,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[14],pci_ad_oe_o[14],OUTPUT,0,1,0,27732,69,27764,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[15],pci_ad_oe_o[15],OUTPUT,0,1,29124,0,29148,84,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[16],pci_ad_oe_o[16],OUTPUT,0,1,29124,56472,29148,56556,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[17],pci_ad_oe_o[17],OUTPUT,0,1,56728,27776,56916,27816,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[18],pci_ad_oe_o[18],OUTPUT,0,1,0,27776,188,27816,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[19],pci_ad_oe_o[19],OUTPUT,0,1,56728,28736,56916,28776,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[1],pci_ad_oe_o[1],OUTPUT,0,1,56728,28896,56916,28936,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[20],pci_ad_oe_o[20],OUTPUT,0,1,56847,28756,56916,28788,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[21],pci_ad_oe_o[21],OUTPUT,0,1,0,28736,188,28776,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[22],pci_ad_oe_o[22],OUTPUT,0,1,0,28756,69,28788,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[23],pci_ad_oe_o[23],OUTPUT,0,1,27796,0,27828,69,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[24],pci_ad_oe_o[24],OUTPUT,0,1,27780,0,27804,84,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
pci_ad_oe_o[25],pci_ad_oe_o[25],OUTPUT,0,1,27796,56487,27828,56556,3.655077542713547e-12,5.124278779078395e-10,6.69827804333778e-11,6.757214232600006e-11
pci_ad_oe_o[26],pci_ad_oe_o[26],OUTPUT,0,1,27780,56472,27804,56556,3.6543988321535714e-12,5.19049025982099e-10,6.095093874058932e-11,6.01659416732403e-11
